id,more_than_50k
32562,0.00338700576685369
32563,0.26104414463043213
32564,0.4812062084674835
32565,0.9914492964744568
32566,0.001420562737621367
32567,0.0072862450033426285
32568,0.008015844970941544
32569,0.8629152774810791
32570,0.004107045475393534
32571,0.06537637859582901
32572,0.7959932088851929
32573,0.6629178524017334
32574,0.007877813652157784
32575,0.1907811164855957
32576,0.5915972590446472
32577,0.8974851369857788
32578,0.0020226999185979366
32579,0.26926037669181824
32580,0.009676470421254635
32581,0.8287472724914551
32582,0.6048556566238403
32583,0.0045996541157364845
32584,0.010851078666746616
32585,0.019187279045581818
32586,0.3346872925758362
32587,0.9926539659500122
32588,0.0016729277558624744
32589,0.011234280653297901
32590,0.2681213617324829
32591,0.06860361248254776
32592,0.9897268414497375
32593,0.07227394729852676
32594,0.05181628093123436
32595,0.09316843748092651
32596,0.0149672981351614
32597,0.23185716569423676
32598,0.5613815188407898
32599,0.011019815690815449
32600,0.00404990604147315
32601,0.002451865002512932
32602,0.6960866451263428
32603,0.6113042831420898
32604,0.08829725533723831
32605,0.0459672249853611
32606,0.0018813100177794695
32607,0.455486536026001
32608,0.05127182602882385
32609,0.1293640434741974
32610,0.0060098678804934025
32611,0.1467486023902893
32612,0.0014703989727422595
32613,0.013269142247736454
32614,0.0019072182476520538
32615,0.7272793054580688
32616,0.06191319599747658
32617,0.002116479678079486
32618,0.23131589591503143
32619,0.7776203155517578
32620,0.9505478739738464
32621,0.10136418789625168
32622,0.18687637150287628
32623,0.0995103046298027
32624,0.032116442918777466
32625,0.005179892294108868
32626,0.022822018712759018
32627,0.037117499858140945
32628,0.9924948215484619
32629,0.001812523347325623
32630,0.024063780903816223
32631,0.4219324588775635
32632,0.9897156357765198
32633,0.7296877503395081
32634,0.1075853705406189
32635,0.005935470573604107
32636,0.42650172114372253
32637,0.0020802735816687346
32638,0.3186202049255371
32639,0.13062679767608643
32640,0.33567604422569275
32641,0.004042229615151882
32642,0.2995346784591675
32643,0.012541801668703556
32644,0.026246724650263786
32645,0.9896714687347412
32646,0.24540285766124725
32647,0.035655729472637177
32648,0.001447718241252005
32649,0.5132138133049011
32650,0.0099117327481508255
32651,0.9933373928070068
32652,0.07415483891963959
32653,0.013141755945980549
32654,0.9511741995811462
32655,0.21516558527946472
32656,0.09464233368635178
32657,0.00180080346763134
32658,0.009610927663743496
32659,0.08816884458065033
32660,0.4266640245914459
32661,0.004237108398228884
32662,0.4325530529022217
32663,0.00619154330343008
32664,0.002863192930817604
32665,0.018898267298936844
32666,0.02878846600651741
32667,0.015093128196895123
32668,0.5401293635368347
32669,0.03145577013492584
32670,0.0013606500579044223
32671,0.0018331463215872645
32672,0.0035927610006183386
32673,0.1941889077425003
32674,0.3106999695301056
32675,0.0018502823077142239
32676,0.21409966051578522
32677,0.00665491446852684
32678,0.3515542447566986
32679,0.0017695693532004952
32680,0.014609593898057938
32681,0.09546267986297607
32682,0.1215570867061615
32683,0.0010894108563661575
32684,0.002281614113599062
32685,0.04572499170899391
32686,0.009891626425087452
32687,0.015172467567026615
32688,0.9217857718467712
32689,0.011443788185715675
32690,0.15394528210163116
32691,0.8782685995101929
32692,0.5836578011512756
32693,0.0035157958045601845
32694,0.0031742381397634745
32695,0.9129970669746399
32696,0.46579858660697937
32697,0.05414452776312828
32698,0.4599969685077667
32699,0.06166457384824753
32700,0.18903997540473938
32701,0.013156091794371605
32702,0.8001786470413208
32703,0.001515168696641922
32704,0.9933195114135742
32705,0.9587048292160034
32706,0.03607231751084328
32707,0.04042210057377815
32708,0.049447957426309586
32709,0.2633129954338074
32710,0.9908566474914551
32711,0.006864467170089483
32712,0.004631199408322573
32713,0.03576866164803505
32714,0.0337381474673748
32715,0.004358279053121805
32716,0.9138655662536621
32717,0.003358434187248349
32718,0.01175758522003889
32719,0.005209088791161776
32720,0.010499262250959873
32721,0.12925416231155396
32722,0.05231956019997597
32723,0.24194888770580292
32724,0.05005819723010063
32725,0.03839724883437157
32726,0.807584285736084
32727,0.3959497809410095
32728,0.6633561849594116
32729,0.36309611797332764
32730,0.00273537146858871
32731,0.06862623244524002
32732,0.9605908989906311
32733,0.35476329922676086
32734,0.012214787304401398
32735,0.5205410718917847
32736,0.05168693885207176
32737,0.6194207668304443
32738,0.12476897984743118
32739,0.34377220273017883
32740,0.42392364144325256
32741,0.926813542842865
32742,0.23586556315422058
32743,0.9874570965766907
32744,0.027014916762709618
32745,0.49292027950286865
32746,0.016568662598729134
32747,0.15135237574577332
32748,0.09968417882919312
32749,0.007987767457962036
32750,0.03798886761069298
32751,0.006760814692825079
32752,0.9647836685180664
32753,0.5290423035621643
32754,0.026432381942868233
32755,0.045167796313762665
32756,0.02351249009370804
32757,0.018731603398919106
32758,0.06717609614133835
32759,0.9266782999038696
32760,0.003228929825127125
32761,0.07229146361351013
32762,0.6487060189247131
32763,0.6955870389938354
32764,0.2925918996334076
32765,0.084098219871521
32766,0.6646223068237305
32767,0.6723331212997437
32768,0.12073852121829987
32769,0.10915118455886841
32770,0.8426745533943176
32771,0.4379836618900299
32772,0.0025385357439517975
32773,0.006281913723796606
32774,0.09780784696340561
32775,0.5831316113471985
32776,0.0035682516172528267
32777,0.3189331591129303
32778,0.00705304741859436
32779,0.00239352835342288
32780,0.0346638448536396
32781,0.015747254714369774
32782,0.36513155698776245
32783,0.008302431553602219
32784,0.021575666964054108
32785,0.5935574769973755
32786,0.9633070826530457
32787,0.3965848386287689
32788,0.9940056800842285
32789,0.5791162848472595
32790,0.00802551582455635
32791,0.18320944905281067
32792,0.0025822892785072327
32793,0.8713783621788025
32794,0.464447945356369
32795,0.43469399213790894
32796,0.035144928842782974
32797,0.07287486642599106
32798,0.36126264929771423
32799,0.003075089305639267
32800,0.010213574394583702
32801,0.13632769882678986
32802,0.0026968237943947315
32803,0.22695261240005493
32804,0.0014135439414530993
32805,0.16537490487098694
32806,0.0019037030870094895
32807,0.3067404329776764
32808,0.10666130483150482
32809,0.055684737861156464
32810,0.3753093481063843
32811,0.24384884536266327
32812,0.0015761101385578513
32813,0.13210643827915192
32814,0.17752887308597565
32815,0.24369801580905914
32816,0.0475032813847065
32817,0.0022666265722364187
32818,0.2649310529232025
32819,0.008134936913847923
32820,0.0134735731408
32821,0.25207310914993286
32822,0.6589503288269043
32823,0.05761795863509178
32824,0.025133563205599785
32825,0.007236852776259184
32826,0.037888314574956894
32827,0.264343798160553
32828,0.2975350618362427
32829,0.024221429601311684
32830,0.001502369181253016
32831,0.07230192422866821
32832,0.33958420157432556
32833,0.18540921807289124
32834,0.4050706923007965
32835,0.366280734539032
32836,0.24749726057052612
32837,0.00142300792504102
32838,0.07125505805015564
32839,0.0013051193673163652
32840,0.9904165267944336
32841,0.019193220883607864
32842,0.22211503982543945
32843,0.07229965180158615
32844,0.0025697825476527214
32845,0.023117491975426674
32846,0.6438665390014648
32847,0.06715693324804306
32848,0.0030833303462713957
32849,0.5933974981307983
32850,0.5127973556518555
32851,0.01939968205988407
32852,0.6829758882522583
32853,0.08769100159406662
32854,0.18922649323940277
32855,0.01205905620008707
32856,0.0372595489025116
32857,0.0052204374223947525
32858,0.012384496629238129
32859,0.0028900508768856525
32860,0.9667823314666748
32861,0.07992356270551682
32862,0.3229321241378784
32863,0.00590358953922987
32864,0.021997326985001564
32865,0.009798762388527393
32866,0.0014570881612598896
32867,0.06318238377571106
32868,0.08307050168514252
32869,0.006633869372308254
32870,0.7795783281326294
32871,0.486778199672699
32872,0.6282902359962463
32873,0.0026659336872398853
32874,0.20628008246421814
32875,0.6873214840888977
32876,0.06478441506624222
32877,0.18043404817581177
32878,0.004645947832614183
32879,0.002356731565669179
32880,0.7853244543075562
32881,0.10282861441373825
32882,0.01538920309394598
32883,0.7257934808731079
32884,0.2635764181613922
32885,0.07613907009363174
32886,0.005962153896689415
32887,0.7547730207443237
32888,0.06036224588751793
32889,0.0013080660719424486
32890,0.32963842153549194
32891,0.9849165081977844
32892,0.0012616832973435521
32893,0.0036481304559856653
32894,0.3328007757663727
32895,0.023667948320508003
32896,0.9851469397544861
32897,0.002890031784772873
32898,0.017610633745789528
32899,0.014908051118254662
32900,0.2636410593986511
32901,0.3379548192024231
32902,0.11180133372545242
32903,0.05559835582971573
32904,0.029357455670833588
32905,0.7563111186027527
32906,0.9701848030090332
32907,0.044097959995269775
32908,0.9379822611808777
32909,0.8584048748016357
32910,0.0031135769095271826
32911,0.03268082067370415
32912,0.0175908375531435
32913,0.0015293100150302052
32914,0.01085205189883709
32915,0.19362373650074005
32916,0.315863698720932
32917,0.8393736481666565
32918,0.20303046703338623
32919,0.9889336824417114
32920,0.03590287268161774
32921,0.01707575097680092
32922,0.1111186221241951
32923,0.28944554924964905
32924,0.015132995322346687
32925,0.22136786580085754
32926,0.43516257405281067
32927,0.7037133574485779
32928,0.32981187105178833
32929,0.60616302490234375
32930,0.5644391775131226
32931,0.004774130415171385
32932,0.06180012226104736
32933,0.01796889305114746
32934,0.04291215166449547
32935,0.6305394172668457
32936,0.027374355122447014
32937,0.5102921724319458
32938,0.5121170878410339
32939,0.004085046239197254
32940,0.1181122213602066
32941,0.0024888156913220882
32942,0.2504764199256897
32943,0.02050303854048252
32944,0.3550351858139038
32945,0.01451111864298582
32946,0.119317427277565
32947,0.03610912710428238
32948,0.009884502738714218
32949,0.018601443618535995
32950,0.443988174200058
32951,0.9580994248390198
32952,0.22192859649658203
32953,0.006732411682605743
32954,0.2983146011829376
32955,0.005380528979003429
32956,0.01683071255683899
32957,0.044516753405332565
32958,0.8528292179107666
32959,0.060904376208782196
32960,0.7463618516921997
32961,0.7300997376441956
32962,0.1228511705994606
32963,0.005137317348271608
32964,0.0015251943841576576
32965,0.04924868792295456
32966,0.2258642166852951
32967,0.02742086537182331
32968,0.04154998064041138
32969,0.0067113228142261505
32970,0.0078122615814208984
32971,0.7577634453773499
32972,0.006921160500496626
32973,0.3471004366874695
32974,0.004416289739310741
32975,0.0026550828479230404
32976,0.1226501390337944
32977,0.12898533046245575
32978,0.05286646634340286
32979,0.22484014928340912
32980,0.9934288859367371
32981,0.29288002848625183
32982,0.0455743782222271
32983,0.015939364209771156
32984,0.008796279318630695
32985,0.024978427216410637
32986,0.009323057718575
32987,0.027524493634700775
32988,0.015587876550853252
32989,0.01005836296826601
32990,0.009664975106716156
32991,0.001789647969417274
32992,0.31617578864097595
32993,0.0011526357848197222
32994,0.36476656794548035
32995,0.005980888847261667
32996,0.0012610272970050573
32997,0.6592204570770264
32998,0.5238057971000671
32999,0.021303486078977585
33000,0.3526330292224884
33001,0.9759117960929871
33002,0.2154211848974228
33003,0.1616385132074356
33004,0.006260574329644442
33005,0.2830323278903961
33006,0.0014006462879478931
33007,0.9083623290061951
